Date,"Korea, South",Germany,United Kingdom,US,France
2020-05-18,1206.2411368544283,1850.485860405088,146.39245779222466,855.5158067298984,16.69896384154975
2020-05-19,1222.527723036752,1858.124555657694,148.27797143656002,874.2890702709205,16.83684519436989
2020-05-20,1238.0146085801832,1873.4616234695663,149.29438113545956,889.1529995631364,17.09728774969681
2020-05-21,1247.845074970472,1886.8412756229588,149.69210666981152,901.557734049689,17.37305045533708
2020-05-22,1254.6912926351376,1898.5022213445147,150.16348508089538,1057.8011956768287,17.49561165784387
2020-05-23,1261.283946682593,1906.284142133107,150.44336601247642,1091.34775479487,17.602852710037308
2020-05-24,1262.6492892367999,1913.027677785798,150.63486349197922,1107.9548725426976,17.633493010664004
2020-05-25,1274.0011373303478,1923.9844312887546,151.35666168395133,1145.4802517578628,17.78669451379749
2020-05-26,1287.2644649997849,1933.1508655918817,151.65127319087875,1162.8366082179807,17.78669451379749
2020-05-27,1301.0154150100104,1943.3318141082452,152.3141490814654,1182.7941523042364,17.86329526536423
2020-05-28,1312.8548854443463,1949.7769632276313,152.6529523144319,1208.4223458379493,17.87861541567758
2020-05-29,1324.79188034684,1960.3398465066255,153.16852245155485,1227.9237002243826,17.955216167244323
2020-05-30,1333.8616558854994,1968.2530573698716,153.27163647897945,1258.1802554807937,18.185018421944545
2020-05-31,1335.558581631442,1973.5524022013667,153.52205625986772,1343.6689967779141,18.23097887288459
2020-06-01,1337.2164975901217,1976.8943313743819,153.8755900681806,1384.3725982726344,18.70590353259839
2020-06-02,1344.4723180210492,1988.5552770959382,154.18493215045436,1401.4026733580451,18.75186398353844
2020-06-03,1357.0139646261198,1998.6288064603118,154.65631056153822,1447.8977692538178,18.568022179778257
2020-06-04,1367.1760142081448,2004.0713768277935,154.75942458896282,1465.2511045900958,18.675263231971694
2020-06-05,1377.47459804559,2010.886525248478,155.12768897262205,1485.5047188126598,18.81314458479183
2020-06-06,1383.3650759223108,2016.5916757652678,155.4370310548958,1513.1268540806946,18.84378488541853
2020-06-07,1384.0867569866773,2019.7665084796322,155.5990673837059,1529.7974154291592,18.981666238238663
2020-06-08,1388.3973384792444,2023.7290816419213,155.98206234271152,1566.519175702916,19.226788643252238
2020-06-09,1397.0575112516417,2030.5681009852701,156.30613500033166,1585.651952980884,19.25742894387893
2020-06-10,1403.416106575519,2036.5477671127003,156.93954974022557,1611.7816530720172,19.441270747639113
2020-06-11,1409.5991578567125,2040.4984048136573,157.1605083704211,1632.2890416971313,19.57915210045925
2020-06-12,1417.9082425437423,2047.3493596183384,157.48458102804125,1653.720894217249,19.640432701712644
2020-06-13,1422.5113974407823,2052.541285297844,157.88230656239324,1681.5756560209543,19.655752852025994
2020-06-14,1423.5061470159903,2053.9616051963753,158.05907346654968,1697.3157112267356,19.655752852025994
2020-06-15,1427.1340572314539,2061.1586883796895,158.50099072694078,1741.176387134132,19.67107300233934
