Date,France,Germany,"Korea, South",US,United Kingdom
2020-05-13,404.5239729788704,394.6567708642785,40.98563298792442,520.8390309840752,390.77417584603694
2020-05-14,407.7320124544856,397.0474437691175,41.153375073155544,530.6208257528427,396.5117349434481
2020-05-15,410.15719224908855,399.5121165342161,41.25285003067632,540.0666715506154,402.3347313778681
2020-05-16,410.15719224908855,401.37762914043844,41.35037449883395,553.3451150516617,408.1326858341994
2020-05-17,412.31273739817675,403.8267858058052,41.41279015845483,560.5057827769482,413.58889094249474
2020-05-18,413.8524125046682,405.3222991107294,41.504463158523,570.5996596383756,417.86959613814986
2020-05-19,416.1504350516705,407.6437463398416,41.816541456627405,579.1436999699438,422.2651998215067
2020-05-20,418.71043216903104,410.0821610900094,41.97648158440592,588.2236876707069,422.06191788172674
2020-05-21,419.9942607652896,412.1446088082129,42.06815458447409,597.5553349873322,426.4560485075489
2020-05-22,421.26276921123485,414.16289531948735,42.179332478173784,620.8572631643365,431.84301991171645
2020-05-23,422.3673520488273,415.3098931535115,42.26515401015249,631.1414708276762,436.628983841752
2020-05-24,422.55119385258746,416.4186975112725,42.32366869104707,639.2740340922527,440.35876551945296
2020-05-25,424.12916933486235,417.8700496092676,42.460202946467746,648.909304354786,442.9542928954833
2020-05-26,424.94573334656377,419.57801412590493,42.577232308256896,656.5500286582297,449.12051173547377
2020-05-27,426.4195318067079,421.04965650816473,42.81909298928782,664.5490582490833,452.7103529473841
2020-05-28,432.54605991701595,422.54636335922225,42.97708262770317,674.3713360773053,456.04977437840614
2020-05-29,434.41971430033846,424.5097467483685,43.12141884057646,684.07488373862,459.6263580725048
2020-05-30,438.0214816390067,425.6507768517265,43.1896859682868,694.70984387977,462.3397300513062
2020-05-31,438.5959872757572,426.4564204916498,43.293061904533886,709.5227161790918,465.36391716991596
2020-06-01,439.2930541150146,427.02812908946197,43.41594273441249,719.0688632883487,468.55603284747434
2020-06-02,438.6511398168853,428.54393267865095,43.55442747919632,727.3947784786775,471.4785789961941
2020-06-03,445.7045370211509,429.88667207852313,43.69291222398015,738.347560847783,474.7561320107614
2020-06-04,442.3402320123396,430.8892508304276,43.782634734685175,746.8290639158657,477.69046261975825
2020-06-05,444.1556698244714,432.13770008577535,43.930871926284766,756.794240901714,480.66751189725966
2020-06-06,445.5528675330487,433.3539235955262,44.083010096610664,766.6134976060962,483.26893150342863
2020-06-07,446.1549494403633,434.04379326052714,44.17858407540514,773.7856456019744,485.35036179987065
2020-06-08,446.8995087455921,434.8804690999142,44.30536588401005,782.8852706076967,487.24176767434454
2020-06-09,448.0347318838112,436.0871442405993,44.44970209688334,790.5486533399395,490.2423858724001
2020-06-10,449.40435332182454,436.7233043296053,44.62134516084077,799.7340782627145,492.1043305961813
2020-06-11,450.58247288092105,437.34394831887954,44.76178039498775,808.9678411669277,494.2137489857815
2020-06-12,452.39178263292746,438.6807199880855,44.89831465040843,819.0390595995559,496.78865355632695
2020-06-13,453.5959464475566,439.2607834088303,45.017294501560734,829.7722062655021,499.1573300720233
2020-06-14,454.31139746719003,439.7119438471873,45.11091799099206,837.3364961357969,501.4405692507106
2020-06-15,454.87364698368987,440.63455500816616,45.237699799596975,847.8744782016867,502.93130347576323
